Report_Date,Case ID,Source,Event Type,Portfolio,OneCode,Location,ClientName,Scheme,Team Name,Process Name,Process Group,Current Outsourcing Team,Onshore/Offshore,Scan+2,Site,Manual/RPA,Critical,Forthcoming Event,Operational Location,Current Activity User,Consented/Non consented,Mercer Consented,Vulnerable Customer,Start Date,Create Date,Data Type,Target Date,End Date,Within SLA,No of Days,Days to Target,Pend Case,No of days in pend,Regulatory Date (disclosure),Pend Reason
15-01-2025,66d06371-d8e8-4ebb-ba9e-8eefffa361be,Paper,Follow-up,Debt,fuM-61771,London,Jones LLC,Secured scalable paradigm,Team B,Audit,Group 2,Team Z,Offshore,16-01-2025,New York,RPA,Yes,No,Sydney,oscar98,Consented,No,No,12-01-2025,14-01-2025,Transaction,15-01-2025,,Within SLA,2,0,No,0,17-01-2025,
15-01-2025,9afd4015-816b-4b9f-b426-b1934b7e6b3c,Paper,Change,Hybrid,BCo-61183,Singapore,Morgan-Chavez,Operative upward-trending attitude,Team B,Audit,Group 1,Team Z,Offshore,17-01-2025,Sydney,RPA,No,Yes,New York,ronald45,Non consented,No,Yes,13-01-2025,15-01-2025,Transaction,20-01-2025,,Within SLA,2,5,No,0,18-01-2025,
15-01-2025,ec48bf55-afd3-40c4-a713-582cf41ea3ac,Paper,Request,Hybrid,BgV-71111,London,"Watson, Anderson and Brown",Realigned next generation groupware,Team C,Audit,Group 2,Team Y,Offshore,17-01-2025,New York,Manual,No,No,Mumbai,jenkinsmorgan,Non consented,Yes,Yes,12-01-2025,15-01-2025,Transaction,15-01-2025,15-01-2025,Within SLA,2,,Yes,1,17-01-2025,System Issue
15-01-2025,de3b496f-6c45-46f6-8012-a0fff0ede303,Paper,Change,Hybrid,gKG-04945,Mumbai,Moore Group,Face-to-face bi-directional hardware,Team C,Audit,Group 1,Team X,Onshore,15-01-2025,New York,RPA,Yes,No,New York,danny49,Non consented,No,Yes,12-01-2025,13-01-2025,Complaint,20-01-2025,,Within SLA,2,5,Yes,2,18-01-2025,System Issue
15-01-2025,d85c16bd-6dda-4f8d-8ea6-0f4c39e58ff0,Phone,Change,Equity,MQS-89980,Singapore,Johnson-Nelson,Virtual fault-tolerant Graphical User Interface,Team A,Processing,Group 2,Team Y,Onshore,15-01-2025,Sydney,Manual,Yes,No,Singapore,adam29,Non consented,No,No,11-01-2025,13-01-2025,Complaint,17-01-2025,15-01-2025,Within SLA,2,,Yes,2,16-01-2025,Client Response
15-01-2025,2451e5a4-11d0-49b2-a699-cd99a847bce7,Portal,Change,Hybrid,ADv-01836,Sydney,Wood Ltd,Inverse zero-defect open system,Team A,Approval,Group 2,Team Z,Onshore,17-01-2025,New York,Manual,No,Yes,London,wareeric,Non consented,Yes,No,14-01-2025,15-01-2025,Complaint,21-01-2025,15-01-2025,Within SLA,1,,No,0,17-01-2025,
15-01-2025,ac8936bc-0cbd-4c03-9e2a-a4acc122b5b3,Portal,Request,Hybrid,MCA-14767,London,Lewis-Hunt,Monitored intermediate budgetary management,Team C,Approval,Group 1,Team Z,Offshore,16-01-2025,Sydney,Manual,Yes,Yes,New York,erika97,Non consented,Yes,No,14-01-2025,14-01-2025,Complaint,21-01-2025,15-01-2025,Within SLA,1,,No,0,16-01-2025,
15-01-2025,0ba078e8-4ef4-42c1-aac9-331686e52753,Phone,Follow-up,Debt,ntn-36900,Singapore,Duran LLC,Inverse bottom-line ability,Team A,Validation,Group 1,Team Y,Offshore,15-01-2025,Singapore,RPA,Yes,No,Sydney,lburgess,Consented,No,No,13-01-2025,13-01-2025,Complaint,21-01-2025,,Within SLA,2,6,No,0,17-01-2025,
15-01-2025,b423ccde-8857-4117-a155-46672112507c,Email,Closure,Debt,zVc-38851,London,Smith-Morse,Intuitive object-oriented interface,Team A,Validation,Group 1,Team Y,Offshore,16-01-2025,Sydney,RPA,Yes,Yes,Mumbai,amckinney,Non consented,Yes,Yes,11-01-2025,14-01-2025,Query,16-01-2025,,Within SLA,2,1,Yes,2,17-01-2025,Client Response
15-01-2025,0556daea-67b0-4283-9d7c-00984a1dab32,Email,Follow-up,Hybrid,fBg-52975,Singapore,Graham Group,Progressive attitude-oriented infrastructure,Team A,Approval,Group 2,Team X,Onshore,15-01-2025,Mumbai,RPA,No,No,Sydney,julie35,Consented,Yes,No,10-01-2025,13-01-2025,Transaction,20-01-2025,,Within SLA,3,5,No,0,16-01-2025,
15-01-2025,82af085c-138d-494c-ab0a-beddc77444cb,Phone,Closure,Hybrid,wUP-18835,Mumbai,Young and Sons,Function-based dedicated conglomeration,Team A,Audit,Group 2,Team Z,Offshore,16-01-2025,Sydney,Manual,Yes,Yes,Singapore,kathleenrios,Non consented,No,No,12-01-2025,14-01-2025,Transaction,20-01-2025,,Within SLA,2,5,Yes,2,18-01-2025,Awaiting Docs
15-01-2025,a0c14035-c5d9-4f51-b387-e1bd2d5972c6,Portal,Follow-up,Hybrid,RKP-77997,Singapore,"Downs, Morris and Maddox",Intuitive coherent intranet,Team A,Approval,Group 2,Team Z,Offshore,17-01-2025,London,RPA,No,No,Sydney,harrisoncrystal,Non consented,No,No,12-01-2025,15-01-2025,Transaction,21-01-2025,15-01-2025,Within SLA,2,,Yes,1,18-01-2025,Client Response
15-01-2025,0e614bcd-9767-4900-8651-0367cbdc4318,Email,Follow-up,Debt,Ccd-58147,Sydney,Decker-Jones,Cross-group reciprocal policy,Team C,Approval,Group 1,Team Z,Offshore,16-01-2025,London,RPA,Yes,Yes,New York,jford,Consented,Yes,Yes,12-01-2025,14-01-2025,Query,15-01-2025,,Within SLA,2,0,No,0,18-01-2025,
15-01-2025,e5582e16-bd29-4de9-8ab4-923bf4488385,Email,Change,Hybrid,MEG-07935,London,Rosario Group,Customer-focused global structure,Team C,Processing,Group 2,Team Z,Offshore,16-01-2025,Mumbai,Manual,No,No,Sydney,wagnergerald,Non consented,No,No,11-01-2025,14-01-2025,Transaction,16-01-2025,,Within SLA,2,1,Yes,2,18-01-2025,Other
15-01-2025,fdb1429e-7010-4d13-b526-b22d3f6c21f7,Phone,Follow-up,Debt,xxs-78892,Singapore,Ortiz-Morgan,Right-sized actuating utilization,Team B,Processing,Group 2,Team X,Offshore,17-01-2025,Singapore,RPA,Yes,No,New York,cameron18,Non consented,Yes,No,13-01-2025,15-01-2025,Query,22-01-2025,,Within SLA,2,7,Yes,1,18-01-2025,System Issue
15-01-2025,4082cbb9-48bd-4b3e-a2f5-df2badaa44ca,Portal,Change,Equity,Qjw-92519,Sydney,Ponce-Hale,Object-based clear-thinking policy,Team C,Approval,Group 1,Team X,Onshore,15-01-2025,London,Manual,Yes,No,Mumbai,collinsnicholas,Non consented,Yes,Yes,11-01-2025,13-01-2025,Transaction,20-01-2025,15-01-2025,Within SLA,2,,Yes,3,18-01-2025,System Issue
15-01-2025,20b71785-d02c-40c1-9417-0a17caaa5bbe,Phone,Closure,Debt,bxt-81685,Mumbai,Bean LLC,Visionary mobile core,Team C,Validation,Group 1,Team Z,Onshore,15-01-2025,Sydney,Manual,Yes,No,London,zoemoore,Consented,No,No,12-01-2025,13-01-2025,Transaction,20-01-2025,,Within SLA,2,5,No,0,18-01-2025,
15-01-2025,19e45c6a-c9c2-4e69-982c-75654bb907ec,Email,Closure,Debt,XNi-88805,Singapore,"Bennett, Martin and Guerra",Visionary regional workforce,Team C,Audit,Group 1,Team Z,Offshore,15-01-2025,Mumbai,Manual,Yes,No,London,jenniferwilliams,Non consented,No,Yes,11-01-2025,13-01-2025,Transaction,15-01-2025,15-01-2025,Within SLA,2,,No,0,18-01-2025,
15-01-2025,3ccec76c-b836-4448-ad26-1ec55d42b9e9,Portal,Request,Debt,Ipt-79473,New York,Mckee-Lee,Synergistic object-oriented intranet,Team A,Approval,Group 2,Team Y,Onshore,15-01-2025,New York,RPA,No,Yes,Singapore,xhammond,Non consented,No,No,11-01-2025,13-01-2025,Complaint,17-01-2025,15-01-2025,Within SLA,2,,Yes,3,17-01-2025,Other
15-01-2025,6b2d5b09-8707-4ad4-80be-7e3561c2645a,Portal,Change,Debt,dPE-23924,Sydney,Spencer-Garcia,Programmable bottom-line forecast,Team C,Processing,Group 1,Team Z,Offshore,15-01-2025,Mumbai,Manual,Yes,Yes,Singapore,hinesjoshua,Consented,No,No,13-01-2025,13-01-2025,Query,20-01-2025,,Within SLA,2,5,Yes,1,17-01-2025,Awaiting Docs
15-01-2025,d4bf7a4b-25b8-442f-836b-15c7e7c225da,Portal,Request,Hybrid,bAd-61375,New York,Shaw-Young,Configurable holistic definition,Team A,Approval,Group 1,Team X,Offshore,15-01-2025,Sydney,RPA,Yes,Yes,Sydney,florescory,Non consented,Yes,No,10-01-2025,13-01-2025,Transaction,21-01-2025,15-01-2025,Within SLA,3,,Yes,1,18-01-2025,Other
15-01-2025,ca97ebf5-55d5-46af-a663-d2cdb6f6dbf1,Email,Follow-up,Hybrid,SiW-22047,Mumbai,"Harrison, Gilbert and Bullock",Ameliorated eco-centric data-warehouse,Team C,Validation,Group 2,Team Y,Onshore,16-01-2025,London,Manual,Yes,No,Mumbai,anaacosta,Consented,Yes,Yes,13-01-2025,14-01-2025,Query,22-01-2025,,Within SLA,2,7,No,0,18-01-2025,
15-01-2025,c6b33fe6-1c76-4df6-ac5a-6c93871c0884,Paper,Follow-up,Debt,pAO-43410,New York,"Bryant, Rodriguez and Stein",Right-sized national adapter,Team C,Approval,Group 2,Team X,Onshore,17-01-2025,Sydney,RPA,Yes,Yes,New York,jennifercarter,Consented,No,No,13-01-2025,15-01-2025,Complaint,21-01-2025,15-01-2025,Within SLA,2,,Yes,1,17-01-2025,System Issue
15-01-2025,3d959e3f-5a52-46e6-9d64-29320066853d,Phone,Closure,Equity,xeH-96218,New York,"Romero, Mcneil and Spencer",Networked methodical analyzer,Team A,Audit,Group 1,Team X,Onshore,15-01-2025,New York,Manual,Yes,No,Sydney,qzavala,Consented,Yes,Yes,10-01-2025,13-01-2025,Query,21-01-2025,,Within SLA,3,6,Yes,2,17-01-2025,Other
15-01-2025,c9dc72b8-5b6a-4102-8428-7378bf5023f4,Portal,Closure,Equity,VWv-15319,Mumbai,Williams PLC,Mandatory secondary conglomeration,Team A,Approval,Group 2,Team Y,Offshore,16-01-2025,New York,Manual,No,No,New York,epollard,Non consented,No,No,13-01-2025,14-01-2025,Complaint,22-01-2025,15-01-2025,Within SLA,2,,Yes,1,16-01-2025,System Issue
15-01-2025,2285b2ef-cfbe-4fe9-aea9-c542a1b970d0,Paper,Change,Equity,cYm-17043,Mumbai,Stewart LLC,Profound hybrid moratorium,Team C,Approval,Group 2,Team X,Offshore,16-01-2025,Singapore,Manual,No,Yes,Mumbai,wking,Consented,No,Yes,11-01-2025,14-01-2025,Query,16-01-2025,,Within SLA,2,1,No,0,16-01-2025,
15-01-2025,5b62a8df-493e-404d-b0ec-2796a59b457f,Email,Request,Equity,BzV-05415,Sydney,Kline-Hughes,Enterprise-wide modular solution,Team C,Approval,Group 2,Team X,Offshore,16-01-2025,Mumbai,Manual,Yes,Yes,New York,zrichardson,Non consented,Yes,Yes,14-01-2025,14-01-2025,Query,23-01-2025,15-01-2025,Within SLA,1,,Yes,1,17-01-2025,System Issue
15-01-2025,15260718-cd18-4a82-8447-ceab84ef4324,Portal,Closure,Debt,Isu-61692,Mumbai,Miller Ltd,Implemented fault-tolerant knowledge user,Team C,Audit,Group 2,Team X,Offshore,17-01-2025,Mumbai,Manual,No,No,Singapore,cjackson,Consented,Yes,Yes,13-01-2025,15-01-2025,Transaction,20-01-2025,,Within SLA,2,5,No,0,18-01-2025,
15-01-2025,ba108217-0ad7-49a2-b277-16ec59fefbbc,Phone,Follow-up,Hybrid,eQO-59640,Mumbai,Cox-Owen,Synergistic cohesive algorithm,Team B,Audit,Group 2,Team Y,Onshore,16-01-2025,Mumbai,Manual,Yes,No,London,melindagregory,Consented,Yes,Yes,11-01-2025,14-01-2025,Complaint,17-01-2025,15-01-2025,Within SLA,2,,Yes,2,17-01-2025,Client Response
15-01-2025,113634a5-2050-4c62-88e8-95d7702c1821,Phone,Request,Equity,cMj-35569,Sydney,"Cole, Watson and Wallace",Compatible object-oriented challenge,Team B,Processing,Group 1,Team Z,Offshore,17-01-2025,Singapore,Manual,Yes,No,New York,raymond43,Consented,No,No,15-01-2025,15-01-2025,Transaction,23-01-2025,15-01-2025,Within SLA,0,,Yes,1,18-01-2025,Awaiting Docs
15-01-2025,bc55300b-06a2-41af-9d0a-f7f7f5e4a471,Portal,Closure,Debt,hqX-27868,Singapore,Padilla-Lewis,Seamless executive solution,Team A,Processing,Group 2,Team Y,Onshore,15-01-2025,London,RPA,Yes,Yes,New York,igonzalez,Non consented,No,No,10-01-2025,13-01-2025,Complaint,16-01-2025,15-01-2025,Within SLA,3,,Yes,2,16-01-2025,Client Response
15-01-2025,2c33350c-73b9-41d8-92f5-131ada52d2ee,Portal,Request,Hybrid,JIs-71551,New York,York-Joseph,Total scalable conglomeration,Team A,Approval,Group 2,Team Y,Onshore,16-01-2025,New York,RPA,Yes,Yes,Mumbai,william13,Consented,Yes,Yes,14-01-2025,14-01-2025,Complaint,17-01-2025,15-01-2025,Within SLA,1,,Yes,1,17-01-2025,Other
15-01-2025,ca55e38b-3c9a-4e10-a38d-6f44cac4d0eb,Portal,Follow-up,Hybrid,xDZ-70589,London,"Anderson, Henson and Jones",Object-based transitional success,Team C,Validation,Group 2,Team X,Onshore,16-01-2025,Singapore,Manual,Yes,No,Sydney,xfox,Non consented,No,Yes,14-01-2025,14-01-2025,Complaint,21-01-2025,15-01-2025,Within SLA,1,,Yes,1,18-01-2025,Other
15-01-2025,12e153a6-932c-4e01-92c6-5ee468d0a2a8,Paper,Follow-up,Equity,RHw-25177,Sydney,Humphrey PLC,Sharable optimizing contingency,Team C,Audit,Group 1,Team Z,Offshore,16-01-2025,London,Manual,Yes,No,London,ryanbartlett,Non consented,Yes,No,11-01-2025,14-01-2025,Query,20-01-2025,15-01-2025,Within SLA,2,,No,0,18-01-2025,
15-01-2025,84a2576c-1fc9-45f8-94d6-07350e2f8958,Portal,Closure,Equity,Tow-24225,London,"Jacobson, Singleton and King",Sharable neutral focus group,Team A,Approval,Group 2,Team Y,Offshore,16-01-2025,New York,Manual,Yes,No,Sydney,colleenmendez,Consented,No,No,14-01-2025,14-01-2025,Transaction,17-01-2025,15-01-2025,Within SLA,1,,No,0,17-01-2025,
15-01-2025,2b2bb8e9-a417-4093-80a8-a23d17eaec83,Paper,Change,Equity,UMv-99229,Mumbai,"Williams, Shields and Miller",Stand-alone zero administration orchestration,Team B,Processing,Group 2,Team X,Onshore,16-01-2025,London,RPA,No,No,Mumbai,debra96,Non consented,Yes,No,11-01-2025,14-01-2025,Query,20-01-2025,15-01-2025,Within SLA,2,,Yes,3,18-01-2025,Client Response
15-01-2025,7f7f6c0a-07c0-4116-a394-ed549e3c5a88,Phone,Closure,Equity,ZZR-84473,Singapore,Evans-Jones,Centralized cohesive intranet,Team B,Audit,Group 2,Team Y,Offshore,17-01-2025,Singapore,Manual,No,No,Sydney,nwashington,Consented,No,No,12-01-2025,15-01-2025,Transaction,21-01-2025,15-01-2025,Within SLA,2,,No,0,16-01-2025,
15-01-2025,5005680f-24c7-48a5-9b4e-164b5716dc2e,Paper,Closure,Equity,GJg-55625,Sydney,Allen-Martinez,Organized dynamic circuit,Team A,Approval,Group 1,Team Z,Offshore,16-01-2025,London,RPA,No,Yes,Singapore,williamssonia,Non consented,Yes,No,12-01-2025,14-01-2025,Transaction,17-01-2025,,Within SLA,2,2,Yes,2,17-01-2025,Other
15-01-2025,3f8ea40a-6b0a-40e3-9d89-6047dd39d793,Paper,Follow-up,Hybrid,WkF-25953,New York,"Owens, Koch and Jimenez",Cross-group hybrid middleware,Team B,Validation,Group 1,Team X,Offshore,16-01-2025,London,Manual,No,No,Singapore,nlevy,Consented,Yes,Yes,13-01-2025,14-01-2025,Query,21-01-2025,,Within SLA,2,6,Yes,1,18-01-2025,Other
15-01-2025,0cf0374c-0c74-4c0f-9a57-553995560a2d,Phone,Closure,Equity,Iag-47974,Singapore,Anderson-Baker,Multi-lateral well-modulated initiative,Team A,Processing,Group 2,Team X,Onshore,17-01-2025,London,RPA,No,No,Singapore,brandon09,Consented,No,No,14-01-2025,15-01-2025,Query,22-01-2025,,Within SLA,1,7,No,0,17-01-2025,
15-01-2025,8da00495-5cce-4ba9-b1d4-ee098fd33afc,Email,Request,Debt,WJr-41687,New York,"Becker, Wilson and Hester",Object-based holistic utilization,Team C,Approval,Group 1,Team Z,Onshore,17-01-2025,Sydney,Manual,No,No,Singapore,angela52,Consented,No,Yes,12-01-2025,15-01-2025,Transaction,20-01-2025,,Within SLA,2,5,Yes,2,18-01-2025,Awaiting Docs
15-01-2025,66c14dca-8255-4a61-9a3b-031932f57510,Email,Change,Equity,TvZ-80002,Mumbai,Stone-Hernandez,Profound client-driven Graphic Interface,Team C,Validation,Group 1,Team Z,Onshore,15-01-2025,Mumbai,RPA,Yes,No,New York,francisco94,Non consented,No,No,10-01-2025,13-01-2025,Complaint,20-01-2025,15-01-2025,Within SLA,3,,Yes,4,17-01-2025,Other
15-01-2025,d40ac5e9-81df-4517-961c-921097fe56c5,Paper,Change,Hybrid,Ebx-88794,Mumbai,Nunez-Whitney,Reduced fault-tolerant utilization,Team C,Validation,Group 1,Team Y,Onshore,16-01-2025,London,RPA,Yes,Yes,Mumbai,carlsonjoseph,Consented,No,No,11-01-2025,14-01-2025,Complaint,21-01-2025,15-01-2025,Within SLA,2,,No,0,17-01-2025,
15-01-2025,c6b28def-f8d8-47f1-886c-6544a7d4cf50,Phone,Change,Debt,EkH-99309,Mumbai,"Griffith, Hampton and James",Synergized dynamic alliance,Team A,Approval,Group 2,Team Y,Onshore,17-01-2025,Mumbai,Manual,No,Yes,London,leescott,Non consented,No,No,12-01-2025,15-01-2025,Complaint,20-01-2025,15-01-2025,Within SLA,2,,No,0,18-01-2025,
15-01-2025,b0c4a01c-69b7-40fa-a6c4-32f66b352f85,Portal,Request,Debt,VUd-36897,London,"Taylor, Clark and Nguyen",Switchable mission-critical moderator,Team C,Processing,Group 1,Team Y,Offshore,16-01-2025,Sydney,Manual,Yes,No,Sydney,ledwards,Non consented,Yes,No,11-01-2025,14-01-2025,Complaint,20-01-2025,,Within SLA,2,5,Yes,1,16-01-2025,Awaiting Docs
15-01-2025,57a2be4e-887b-43e5-a980-f80875ac824c,Paper,Closure,Debt,mpr-85497,New York,"Evans, David and Hendrix",Visionary executive strategy,Team B,Validation,Group 1,Team X,Offshore,17-01-2025,Sydney,RPA,Yes,Yes,London,hannahburns,Consented,Yes,No,12-01-2025,15-01-2025,Complaint,15-01-2025,15-01-2025,Within SLA,2,,No,0,16-01-2025,
15-01-2025,ef06fccb-8f7c-4d59-994b-2a3a7ad465a1,Portal,Request,Equity,yzw-44198,Singapore,Roberts LLC,Universal attitude-oriented hardware,Team A,Processing,Group 1,Team Z,Onshore,16-01-2025,London,Manual,No,Yes,Singapore,vdouglas,Non consented,Yes,No,13-01-2025,14-01-2025,Complaint,20-01-2025,,Within SLA,2,5,No,0,18-01-2025,
15-01-2025,d3f4a49b-33ba-4a88-b6c7-d6fa7aa4f052,Portal,Follow-up,Debt,gNV-84842,Mumbai,"Allen, Williams and Stein",Face-to-face scalable emulation,Team C,Validation,Group 1,Team Z,Offshore,16-01-2025,Mumbai,Manual,No,Yes,Singapore,garciamark,Consented,No,No,11-01-2025,14-01-2025,Query,20-01-2025,15-01-2025,Within SLA,2,,Yes,2,18-01-2025,System Issue
15-01-2025,c550eca8-ae62-490c-99bd-4f9378ef7666,Email,Request,Equity,PEE-20826,Singapore,"Gonzalez, Maynard and Morris",Stand-alone analyzing throughput,Team A,Validation,Group 1,Team Y,Offshore,16-01-2025,New York,RPA,Yes,Yes,Mumbai,pearsonjesse,Consented,No,Yes,12-01-2025,14-01-2025,Complaint,21-01-2025,15-01-2025,Within SLA,2,,No,0,17-01-2025,
15-01-2025,efc9909e-d9af-4e09-b91e-3d6ebd1a8f4b,Portal,Change,Debt,zYF-02620,New York,Zuniga LLC,Automated 24/7 framework,Team C,Validation,Group 1,Team X,Offshore,16-01-2025,New York,Manual,Yes,No,New York,hebertmatthew,Consented,No,Yes,12-01-2025,14-01-2025,Query,15-01-2025,,Within SLA,2,0,Yes,1,18-01-2025,Other
15-01-2025,8b15bd94-a42d-4cd7-bd35-9f6a74503887,Email,Request,Debt,rmZ-87287,Mumbai,Rivera Ltd,Persevering secondary extranet,Team B,Approval,Group 2,Team X,Onshore,15-01-2025,New York,Manual,Yes,No,Mumbai,alexisrogers,Consented,Yes,No,12-01-2025,13-01-2025,Complaint,20-01-2025,15-01-2025,Within SLA,2,,Yes,2,18-01-2025,Awaiting Docs
15-01-2025,c1dd484a-aca5-4d95-915a-1c304b86b5a1,Paper,Closure,Debt,Guf-32966,Mumbai,Caldwell-Lopez,Devolved mission-critical Graphic Interface,Team A,Approval,Group 2,Team Z,Onshore,15-01-2025,London,RPA,Yes,No,London,adamreyes,Consented,No,No,10-01-2025,13-01-2025,Complaint,16-01-2025,15-01-2025,Within SLA,3,,Yes,2,18-01-2025,Awaiting Docs
15-01-2025,f43ba052-4459-4d6e-80f6-3229725d4259,Email,Request,Debt,qPx-54990,Mumbai,"Young, Contreras and Marshall",Diverse impactful software,Team A,Audit,Group 2,Team Y,Onshore,17-01-2025,Singapore,Manual,Yes,Yes,New York,hannah45,Non consented,Yes,Yes,14-01-2025,15-01-2025,Transaction,22-01-2025,,Within SLA,1,7,Yes,1,17-01-2025,Client Response
15-01-2025,f5159494-3818-4fd3-b889-936a9d5817e8,Paper,Request,Hybrid,xAS-27279,Sydney,"Durham, Todd and Pham",Extended well-modulated encryption,Team C,Approval,Group 2,Team X,Offshore,16-01-2025,New York,Manual,Yes,No,Singapore,foxallison,Consented,No,No,12-01-2025,14-01-2025,Complaint,21-01-2025,,Within SLA,2,6,No,0,18-01-2025,
15-01-2025,906d5c8c-ead0-4c89-93fe-8a295c9deee0,Paper,Request,Debt,KIj-10883,London,Murphy PLC,Organic bifurcated software,Team A,Validation,Group 1,Team Z,Onshore,17-01-2025,London,RPA,No,No,London,jenniferburns,Non consented,Yes,No,15-01-2025,15-01-2025,Complaint,21-01-2025,15-01-2025,Within SLA,0,,No,0,16-01-2025,
15-01-2025,cf0671c7-720b-474b-82a7-f586e61d9cde,Email,Closure,Hybrid,DKd-07286,Sydney,"Ford, Roman and Cummings",Object-based eco-centric ability,Team C,Validation,Group 2,Team Y,Offshore,17-01-2025,New York,RPA,Yes,No,London,bethwilliams,Non consented,Yes,Yes,15-01-2025,15-01-2025,Transaction,22-01-2025,,Within SLA,0,7,No,0,18-01-2025,
15-01-2025,8a89b0f0-1052-41d3-b34c-6c7358330b30,Paper,Change,Equity,AlX-01704,New York,Cannon Ltd,Stand-alone intangible hub,Team C,Audit,Group 1,Team Y,Onshore,15-01-2025,Singapore,RPA,No,Yes,Sydney,ywest,Non consented,Yes,Yes,13-01-2025,13-01-2025,Transaction,16-01-2025,15-01-2025,Within SLA,2,,Yes,1,17-01-2025,Other
15-01-2025,f6d22a7b-aec7-4a82-948b-4376602a4e57,Portal,Closure,Equity,IzH-82512,Sydney,Luna and Sons,Adaptive web-enabled adapter,Team B,Validation,Group 2,Team X,Offshore,17-01-2025,Sydney,RPA,Yes,No,Mumbai,steven86,Non consented,Yes,Yes,15-01-2025,15-01-2025,Transaction,23-01-2025,15-01-2025,Within SLA,0,,No,0,17-01-2025,
15-01-2025,3acb43a3-d2c7-4ffb-a118-433b882ccd1e,Email,Closure,Equity,mUW-37524,Singapore,Johnson Ltd,Operative reciprocal throughput,Team C,Processing,Group 1,Team X,Onshore,17-01-2025,Singapore,RPA,Yes,Yes,Mumbai,allencarlos,Consented,Yes,Yes,12-01-2025,15-01-2025,Complaint,15-01-2025,15-01-2025,Within SLA,2,,No,0,18-01-2025,
15-01-2025,99086e47-7249-462c-8898-7462980cb95c,Email,Follow-up,Hybrid,oIn-03067,London,Taylor LLC,Focused upward-trending orchestration,Team A,Processing,Group 2,Team Y,Offshore,16-01-2025,Mumbai,RPA,No,No,London,barbara53,Consented,Yes,Yes,12-01-2025,14-01-2025,Complaint,20-01-2025,15-01-2025,Within SLA,2,,Yes,1,16-01-2025,Other
15-01-2025,fc568b53-24ac-4722-a052-77394d406f1b,Portal,Follow-up,Equity,dJL-83644,Sydney,"Buck, Garrett and Simmons",Proactive actuating hardware,Team B,Approval,Group 2,Team Y,Offshore,17-01-2025,Mumbai,Manual,Yes,Yes,Mumbai,ufloyd,Consented,Yes,No,14-01-2025,15-01-2025,Transaction,17-01-2025,15-01-2025,Within SLA,1,,No,0,17-01-2025,
15-01-2025,26332018-6883-4c6e-aa94-4054b2414482,Phone,Request,Debt,pot-46287,Singapore,"Thomas, Ford and Brown",Open-source intangible open architecture,Team C,Approval,Group 1,Team Y,Onshore,17-01-2025,London,Manual,Yes,Yes,London,paulscott,Consented,Yes,No,14-01-2025,15-01-2025,Query,21-01-2025,,Within SLA,1,6,Yes,1,17-01-2025,System Issue
15-01-2025,ec170298-143d-45b3-a58e-83dd548c1d84,Paper,Change,Equity,dry-75183,Mumbai,"Jacobs, Williams and Jones",Virtual optimizing success,Team A,Validation,Group 2,Team X,Onshore,15-01-2025,Sydney,RPA,No,No,New York,timothybooth,Non consented,No,Yes,13-01-2025,13-01-2025,Query,22-01-2025,,Within SLA,2,7,Yes,1,16-01-2025,Awaiting Docs
15-01-2025,e8b3d763-f4ff-4f3a-8d9d-baeb553d2625,Email,Change,Hybrid,pSM-03317,Mumbai,"Harris, Herman and Arnold",Vision-oriented executive implementation,Team B,Audit,Group 2,Team X,Onshore,17-01-2025,Mumbai,RPA,Yes,No,London,wferguson,Consented,Yes,No,14-01-2025,15-01-2025,Complaint,21-01-2025,,Within SLA,1,6,No,0,16-01-2025,
15-01-2025,8347f1da-5c11-4b6d-82f5-b3f54ef4c34d,Portal,Follow-up,Debt,nxu-77175,London,Williams-Shields,User-centric client-server adapter,Team A,Processing,Group 1,Team X,Offshore,16-01-2025,New York,RPA,No,Yes,London,angela99,Consented,Yes,Yes,11-01-2025,14-01-2025,Query,21-01-2025,,Within SLA,2,6,No,0,18-01-2025,
15-01-2025,27046f25-4b91-48cb-aae6-6582b852b3cd,Phone,Change,Hybrid,pFJ-35369,Mumbai,"Harding, Morgan and Hines",Pre-emptive uniform project,Team C,Processing,Group 1,Team Z,Offshore,15-01-2025,Sydney,Manual,Yes,No,Sydney,umurray,Non consented,Yes,No,13-01-2025,13-01-2025,Transaction,17-01-2025,,Within SLA,2,2,No,0,16-01-2025,
15-01-2025,23d4526b-2b54-4f7a-9a28-37b2cb8383f2,Portal,Change,Equity,Hce-87280,Mumbai,"Williams, Smith and Taylor",Self-enabling discrete architecture,Team C,Approval,Group 2,Team X,Onshore,17-01-2025,London,Manual,Yes,No,New York,albertwagner,Non consented,No,Yes,15-01-2025,15-01-2025,Query,21-01-2025,15-01-2025,Within SLA,0,,Yes,1,16-01-2025,Other
